,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
16,"('id', UUID('d258a2dc-e129-4147-a124-67ac7913ccdc'))","('client_order_id', 'ab99cbad-7afa-4ed5-90e9-ec0d3ec47527')","('created_at', datetime.datetime(2024, 7, 12, 20, 14, 46, 928994, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 20, 14, 46, 983285, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 20, 14, 46, 928994, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 20, 14, 46, 953370, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.041451024')","('filled_qty', '0.041451024')","('filled_avg_price', '57506.797')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
17,"('id', UUID('5f5a7f8d-85d9-49db-9a0e-a6a2a66e0fed'))","('client_order_id', '1ac75f8a-a76d-4f86-9759-cb7f028d8477')","('created_at', datetime.datetime(2024, 7, 12, 19, 59, 46, 485021, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 19, 59, 46, 533241, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 19, 59, 46, 485021, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 19, 59, 46, 488584, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.041351117')","('filled_qty', '0.041351117')","('filled_avg_price', '57645.23')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
18,"('id', UUID('921177ff-2803-4b85-a1e0-b9d01fad1ff4'))","('client_order_id', '0c85dcf6-5003-4325-8340-9766003dc668')","('created_at', datetime.datetime(2024, 7, 12, 19, 44, 46, 774200, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 19, 44, 46, 782895, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 19, 44, 46, 774200, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 19, 44, 46, 778016, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.041202919')","('filled_qty', '0.041202919')","('filled_avg_price', '57871.419')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
19,"('id', UUID('f4b0dce9-c795-4bf1-a147-d2d10d98c08b'))","('client_order_id', 'd7dbebc9-c2cc-4549-8228-9fa465628510')","('created_at', datetime.datetime(2024, 7, 12, 19, 30, 24, 291311, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 19, 30, 24, 333298, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 19, 30, 24, 291311, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 19, 30, 24, 294658, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.041170137')","('filled_qty', '0.041170137')","('filled_avg_price', '57916.795')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
20,"('id', UUID('212ff7bd-ef1d-45c8-8a34-44f683bf2bb3'))","('client_order_id', 'd1435cde-f416-4743-a9ec-0011e7dbe367')","('created_at', datetime.datetime(2024, 7, 12, 19, 14, 46, 560744, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 19, 14, 46, 632626, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 19, 14, 46, 560744, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 19, 14, 46, 583144, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040929148')","('filled_qty', '0.040929148')","('filled_avg_price', '58172.32')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
21,"('id', UUID('79c2a140-c0f2-418a-bf8c-747ac85f2a24'))","('client_order_id', '939f2c7d-8a2d-4e56-9654-6de58a639653')","('created_at', datetime.datetime(2024, 7, 12, 18, 59, 46, 468194, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 18, 59, 46, 483158, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 18, 59, 46, 468194, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 18, 59, 46, 470862, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040834981')","('filled_qty', '0.040834981')","('filled_avg_price', '58311.13')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
22,"('id', UUID('c9d3c618-8166-43ab-9f07-85b7302afac0'))","('client_order_id', 'c3b9b861-612f-49cb-a339-097eeaf8c1af')","('created_at', datetime.datetime(2024, 7, 12, 18, 44, 47, 333752, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 18, 44, 47, 383303, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 18, 44, 47, 333752, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 18, 44, 47, 336621, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040771073')","('filled_qty', '0.040771073')","('filled_avg_price', '58393.28')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
23,"('id', UUID('c8790b1c-983b-46af-86e7-f8f3ef471da6'))","('client_order_id', '894ecc56-81fc-4194-86d1-fe2ccf84ec26')","('created_at', datetime.datetime(2024, 7, 12, 18, 30, 37, 699135, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 18, 30, 37, 733022, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 18, 30, 37, 699135, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 18, 30, 37, 702362, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040961227')","('filled_qty', '0.040961227')","('filled_avg_price', '58161.5')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
24,"('id', UUID('f5603bf0-3d9a-44b8-aeef-b5d99f90b8b0'))","('client_order_id', '1ff95dad-3668-40b3-8afb-7494fc1618ec')","('created_at', datetime.datetime(2024, 7, 12, 18, 14, 46, 504453, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 18, 14, 46, 533549, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 18, 14, 46, 504453, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 18, 14, 46, 508865, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040938709')","('filled_qty', '0.040938709')","('filled_avg_price', '58214.962')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
25,"('id', UUID('5a508d50-14a6-40a6-81f3-d5bcbf282003'))","('client_order_id', 'bd52fbae-ff71-4895-927d-633539dd810b')","('created_at', datetime.datetime(2024, 7, 12, 17, 59, 46, 430019, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 17, 59, 46, 483544, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 17, 59, 46, 430019, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 17, 59, 46, 432528, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040963374')","('filled_qty', '0.040963374')","('filled_avg_price', '58212.58')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
26,"('id', UUID('21f1d2ae-27ab-495b-9f2f-973f3a770df6'))","('client_order_id', '97713fb3-366e-42e3-aeb4-1c200a99a3b1')","('created_at', datetime.datetime(2024, 7, 12, 17, 44, 46, 845915, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 17, 44, 46, 883763, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 17, 44, 46, 845915, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 17, 44, 46, 861089, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.04094778')","('filled_qty', '0.04094778')","('filled_avg_price', '58215.9')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
27,"('id', UUID('884d8dff-3282-424b-b665-f62685086950'))","('client_order_id', '4a545045-6d69-4608-914f-864db9aed4d6')","('created_at', datetime.datetime(2024, 7, 12, 17, 30, 31, 20849, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 17, 30, 31, 33249, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 17, 30, 31, 20849, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 17, 30, 31, 23058, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040925943')","('filled_qty', '0.040925943')","('filled_avg_price', '58245.23')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.BUY: 'buy'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
28,"('id', UUID('4eb77830-fe15-42e9-903a-a2af265688ac'))","('client_order_id', 'ed72b927-5453-4177-b1bc-971117e331ab')","('created_at', datetime.datetime(2024, 7, 12, 17, 14, 47, 52884, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 17, 14, 47, 82838, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 17, 14, 47, 52884, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 17, 14, 47, 55434, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040971251')","('filled_qty', '0.040971251')","('filled_avg_price', '58114.2')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
29,"('id', UUID('fb4f24ee-a63e-4c45-8041-04162fd4b606'))","('client_order_id', '2e56bb3f-de5d-42e4-9b54-5a6c7ab3375a')","('created_at', datetime.datetime(2024, 7, 12, 16, 59, 46, 424018, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 16, 59, 46, 433093, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 16, 59, 46, 424018, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 16, 59, 46, 426627, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040959671')","('filled_qty', '0.040959671')","('filled_avg_price', '58124.521')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
30,"('id', UUID('7e02f5b4-5c43-441d-8bf6-758e97ffe211'))","('client_order_id', '0d4e64a4-324a-44b4-a342-79829e56d2d3')","('created_at', datetime.datetime(2024, 7, 12, 16, 44, 47, 238534, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 16, 44, 47, 282675, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 16, 44, 47, 238534, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 16, 44, 47, 241287, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.041001998')","('filled_qty', '0.041001998')","('filled_avg_price', '58127.3')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
31,"('id', UUID('c77c8a12-5fe3-4b88-bf6f-09c0fa783e08'))","('client_order_id', '0e290b05-ecdc-4c94-a272-c91f6e0be596')","('created_at', datetime.datetime(2024, 7, 12, 16, 30, 32, 940440, tzinfo=TzInfo(UTC)))","('updated_at', datetime.datetime(2024, 7, 12, 16, 30, 32, 982813, tzinfo=TzInfo(UTC)))","('submitted_at', datetime.datetime(2024, 7, 12, 16, 30, 32, 940440, tzinfo=TzInfo(UTC)))","('filled_at', datetime.datetime(2024, 7, 12, 16, 30, 32, 943480, tzinfo=TzInfo(UTC)))","('expired_at', None)","('canceled_at', None)","('failed_at', None)","('replaced_at', None)","('replaced_by', None)","('replaces', None)","('asset_id', UUID('276e2673-764b-4ab6-a611-caf665ca6340'))","('symbol', 'BTC/USD')","('asset_class', <AssetClass.CRYPTO: 'crypto'>)","('notional', None)","('qty', '0.040894663')","('filled_qty', '0.040894663')","('filled_avg_price', '58226.25')","('order_class', <OrderClass.SIMPLE: 'simple'>)","('order_type', <OrderType.MARKET: 'market'>)","('type', <OrderType.MARKET: 'market'>)","('side', <OrderSide.SELL: 'sell'>)","('time_in_force', <TimeInForce.GTC: 'gtc'>)","('limit_price', None)","('stop_price', None)","('status', <OrderStatus.FILLED: 'filled'>)","('extended_hours', False)","('legs', None)","('trail_percent', None)","('trail_price', None)","('hwm', None)"
